id,exp_years,diplomes,certifications,hard_skills,soft_skills,langues,localisation,mobilite,disponibilite,full_text
204,6,MBA Management Digital,Kubernetes Administrator,"['Scrum', 'Zoom', 'Kanban', 'Asana', 'Stratégie digitale']","['Gestion du temps', 'Pensée analytique', 'Empathie']","['Français', 'Anglais', 'Allemand']","Paris, France",Pas mobile,Dans 1 mois,"Expériences: Product Manager chez DigitalFirst (2018-2019). Directeur de projet chez DevFactory (2020-2022). Chef de projet chez DataSolutions (2022-2025). Diplômes: MBA Management Digital. Certifications: Kubernetes Administrator. Compétences techniques: Scrum, Zoom, Kanban, Asana, Stratégie digitale. Compétences comportementales: Gestion du temps, Pensée analytique, Empathie. Langues: Français, Anglais, Allemand. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Créateur d'entreprise."
205,14,PhD en Intelligence Artificielle,Google Analytics,"['Gestion de budget', 'Agile', 'Stratégie digitale', 'Trello', 'MS Project', 'Teams', 'KPI']","['Créativité', 'Travail en équipe', 'Empathie']","['Français', 'Anglais']","Bamako, Mali",Pas mobile,Immédiate,"Expériences: Scrum Master chez CloudInnovate (2010-2011). Product Manager chez AgileTeam (2012-2015). CTO chez DevFactory (2014-2015). Diplômes: PhD en Intelligence Artificielle. Certifications: Google Analytics. Compétences techniques: Gestion de budget, Agile, Stratégie digitale, Trello, MS Project, Teams, KPI. Compétences comportementales: Créativité, Travail en équipe, Empathie. Langues: Français, Anglais. Localisation: Bamako, Mali. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Entrepreneur digital."
206,15,Licence Informatique,CISSP,"['Roadmap', 'KPI', 'Kanban', 'Slack', 'Agile', 'Asana', 'Teams']","['Empathie', 'Pensée analytique', 'Résolution de problèmes']","['Français', 'Anglais', 'Allemand']","Montréal, Canada",Ouvert au télétravail,Immédiate,"Expériences: Chef de projet chez TechVentures (2009-2010). CTO chez StartupHub (2011-2014). CTO chez StartupHub (2013-2016). Diplômes: Licence Informatique. Certifications: CISSP. Compétences techniques: Roadmap, KPI, Kanban, Slack, Agile, Asana, Teams. Compétences comportementales: Empathie, Pensée analytique, Résolution de problèmes. Langues: Français, Anglais, Allemand. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Responsable Green IT."
207,5,Licence Informatique,Google Data Engineer,"['Jira', 'MS Project', 'Trello', 'Zoom', 'Excel', 'Transformation digitale']","['Empathie', 'Créativité', 'Leadership']","['Français', 'Anglais', 'Espagnol']","Casablanca, Maroc",Pas mobile,Dans 3 mois,"Expériences: Scrum Master chez DigitalFirst (2019-2020). Directeur de projet chez DevFactory (2021-2022). Diplômes: Licence Informatique. Certifications: Google Data Engineer. Compétences techniques: Jira, MS Project, Trello, Zoom, Excel, Transformation digitale. Compétences comportementales: Empathie, Créativité, Leadership. Langues: Français, Anglais, Espagnol. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Directeur de projet."
208,9,Diplôme d'ingénieur Logiciel,CEH,"['Zoom', 'Asana', 'Excel', 'Roadmap', 'Teams', 'Scrum', 'Transformation digitale']","['Pensée analytique', 'Résolution de problèmes', 'Communication']","['Français', 'Anglais', 'Espagnol']","Lyon, France",Ouvert au télétravail,Immédiate,"Expériences: Product Manager chez SmartTech (2015-2018). Scrum Master chez DevFactory (2017-2020). Scrum Master chez DataSolutions (2019-2021). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: CEH. Compétences techniques: Zoom, Asana, Excel, Roadmap, Teams, Scrum, Transformation digitale. Compétences comportementales: Pensée analytique, Résolution de problèmes, Communication. Langues: Français, Anglais, Espagnol. Localisation: Lyon, France. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Chargé de numérique responsable."
209,13,Master Design,AWS Certified Solutions Architect,"['Transformation digitale', 'Teams', 'Excel', 'Slack', 'KPI', 'Trello', 'Roadmap']","['Résolution de problèmes', 'Gestion du temps', 'Esprit critique']","['Français', 'Anglais']","Tunis, Tunisie",Ouvert au télétravail,Dans 1 mois,"Expériences: Product Manager chez CloudInnovate (2011-2013). Scrum Master chez CloudMasters (2013-2014). Product Owner chez AgileTeam (2015-2016). Diplômes: Master Design. Certifications: AWS Certified Solutions Architect. Compétences techniques: Transformation digitale, Teams, Excel, Slack, KPI, Trello, Roadmap. Compétences comportementales: Résolution de problèmes, Gestion du temps, Esprit critique. Langues: Français, Anglais. Localisation: Tunis, Tunisie. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Product Owner."
210,3,Licence Communication,Microsoft Azure Administrator,"['PowerPoint', 'Agile', 'Slack', 'Asana', 'Transformation digitale', 'Excel']","['Gestion du temps', 'Adaptabilité', 'Communication']","['Anglais', 'Espagnol']","Genève, Suisse",Mobile,Immédiate,"Expériences: Product Owner chez TechVentures (2021-2024). Diplômes: Licence Communication. Certifications: Microsoft Azure Administrator. Compétences techniques: PowerPoint, Agile, Slack, Asana, Transformation digitale, Excel. Compétences comportementales: Gestion du temps, Adaptabilité, Communication. Langues: Anglais, Espagnol. Localisation: Genève, Suisse. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Product Manager."
211,5,Master Marketing Digital,CEH,"['Jira', 'Kanban', 'Teams', 'Transformation digitale', 'Slack', 'Confluence']","['Adaptabilité', 'Résolution de problèmes', 'Communication']","['Anglais', 'Espagnol']","Paris, France",Pas mobile,Dans 1 mois,"Expériences: Scrum Master chez InnovateLab (2019-2022). Chef de projet chez TechCorp (2021-2024). Diplômes: Master Marketing Digital. Certifications: CEH. Compétences techniques: Jira, Kanban, Teams, Transformation digitale, Slack, Confluence. Compétences comportementales: Adaptabilité, Résolution de problèmes, Communication. Langues: Anglais, Espagnol. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Créateur d'entreprise."
212,3,Licence Informatique,CEH,"['Gestion de budget', 'Scrum', 'KPI', 'Kanban', 'Teams', 'Excel', 'Asana']","['Empathie', 'Créativité', 'Communication']","['Français', 'Anglais', 'Espagnol']","Genève, Suisse",Ouvert au télétravail,Immédiate,"Expériences: Scrum Master chez DigitalFirst (2021-2022). Diplômes: Licence Informatique. Certifications: CEH. Compétences techniques: Gestion de budget, Scrum, KPI, Kanban, Teams, Excel, Asana. Compétences comportementales: Empathie, Créativité, Communication. Langues: Français, Anglais, Espagnol. Localisation: Genève, Suisse. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Chef de projet agile."
213,11,MBA Management Digital,Google Data Engineer,"['Teams', 'Kanban', 'Gestion de budget', 'Transformation digitale', 'MS Project', 'Slack', 'Stratégie digitale', 'Asana']","['Gestion du temps', 'Travail en équipe', 'Pensée analytique']","['Anglais', 'Espagnol']","Casablanca, Maroc",Pas mobile,Dans 3 mois,"Expériences: Scrum Master chez StartupHub (2013-2016). Chef de projet chez DevFactory (2015-2016). Product Manager chez InnovateLab (2017-2019). Diplômes: MBA Management Digital. Certifications: Google Data Engineer. Compétences techniques: Teams, Kanban, Gestion de budget, Transformation digitale, MS Project, Slack, Stratégie digitale, Asana. Compétences comportementales: Gestion du temps, Travail en équipe, Pensée analytique. Langues: Anglais, Espagnol. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Technicien d'exploitation."
214,12,Master Data Science,Microsoft Azure Administrator,"['Confluence', 'PowerPoint', 'Teams', 'Asana', 'MS Project', 'Gestion de budget']","['Créativité', 'Adaptabilité', 'Empathie']","['Français', 'Anglais']","Abidjan, Côte d'Ivoire",Mobile,Immédiate,"Expériences: Scrum Master chez TechVentures (2012-2015). Product Owner chez SmartTech (2014-2015). Product Manager chez SmartTech (2016-2017). Diplômes: Master Data Science. Certifications: Microsoft Azure Administrator. Compétences techniques: Confluence, PowerPoint, Teams, Asana, MS Project, Gestion de budget. Compétences comportementales: Créativité, Adaptabilité, Empathie. Langues: Français, Anglais. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Product Owner."
215,6,Master Data Science,Google Analytics,"['Excel', 'Zoom', 'Gestion de budget', 'PowerPoint', 'KPI']","['Leadership', 'Esprit critique', 'Adaptabilité']",['Français'],"Casablanca, Maroc",Pas mobile,Immédiate,"Expériences: Product Manager chez InnovateLab (2018-2019). Scrum Master chez CloudInnovate (2020-2023). Directeur de projet chez DevFactory (2022-2025). Diplômes: Master Data Science. Certifications: Google Analytics. Compétences techniques: Excel, Zoom, Gestion de budget, PowerPoint, KPI. Compétences comportementales: Leadership, Esprit critique, Adaptabilité. Langues: Français. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Directeur de projet."
216,1,Licence Informatique,Aucune,"['Gestion de budget', 'Asana', 'Trello', 'Confluence', 'MS Project', 'Zoom', 'Scrum', 'Kanban']","['Empathie', 'Esprit critique', 'Leadership']","['Français', 'Anglais']","Paris, France",Ouvert au télétravail,Dans 1 mois,"Expériences: Product Manager chez DataSolutions (2023-2026). Diplômes: Licence Informatique. Certifications: Aucune. Compétences techniques: Gestion de budget, Asana, Trello, Confluence, MS Project, Zoom, Scrum, Kanban. Compétences comportementales: Empathie, Esprit critique, Leadership. Langues: Français, Anglais. Localisation: Paris, France. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Directeur des systèmes d'information."
217,1,Master Design,Google Analytics,"['Stratégie digitale', 'Trello', 'Agile', 'MS Project', 'Gestion de budget', 'Zoom', 'PowerPoint', 'Slack']","['Adaptabilité', 'Empathie', 'Leadership']","['Français', 'Anglais', 'Espagnol']","Abidjan, Côte d'Ivoire",Pas mobile,Dans 3 mois,"Expériences: Product Manager chez CloudInnovate (2023-2025). Diplômes: Master Design. Certifications: Google Analytics. Compétences techniques: Stratégie digitale, Trello, Agile, MS Project, Gestion de budget, Zoom, PowerPoint, Slack. Compétences comportementales: Adaptabilité, Empathie, Leadership. Langues: Français, Anglais, Espagnol. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Chief Information Officer."
218,15,Master Marketing Digital,Google Data Engineer,"['Asana', 'KPI', 'Roadmap', 'Stratégie digitale', 'Zoom', 'Teams']","['Leadership', 'Pensée analytique', 'Gestion du temps']","['Français', 'Arabe']","Paris, France",Ouvert au télétravail,Dans 1 mois,"Expériences: Product Owner chez StartupHub (2009-2011). Product Manager chez DevFactory (2011-2014). Chef de projet chez DataSolutions (2013-2015). Diplômes: Master Marketing Digital. Certifications: Google Data Engineer. Compétences techniques: Asana, KPI, Roadmap, Stratégie digitale, Zoom, Teams. Compétences comportementales: Leadership, Pensée analytique, Gestion du temps. Langues: Français, Arabe. Localisation: Paris, France. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Responsable numérique responsable."
219,15,Master Marketing Digital,Google Analytics,"['Gestion de budget', 'Slack', 'Jira', 'Roadmap', 'PowerPoint', 'Agile', 'Transformation digitale']","['Leadership', 'Pensée analytique', 'Créativité']","['Français', 'Anglais', 'Allemand']","Genève, Suisse",Pas mobile,Dans 1 mois,"Expériences: Chef de projet chez DigitalFirst (2009-2010). Scrum Master chez DevFactory (2011-2013). CTO chez DevFactory (2013-2016). Diplômes: Master Marketing Digital. Certifications: Google Analytics. Compétences techniques: Gestion de budget, Slack, Jira, Roadmap, PowerPoint, Agile, Transformation digitale. Compétences comportementales: Leadership, Pensée analytique, Créativité. Langues: Français, Anglais, Allemand. Localisation: Genève, Suisse. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Formateur numérique responsable."
220,2,Licence Communication,Adobe Certified Expert,"['Agile', 'PowerPoint', 'Trello', 'Confluence', 'Scrum']","['Adaptabilité', 'Résolution de problèmes', 'Empathie']",['Français'],"Tunis, Tunisie",Mobile,Dans 3 mois,"Expériences: Chef de projet chez InnovateLab (2022-2023). Diplômes: Licence Communication. Certifications: Adobe Certified Expert. Compétences techniques: Agile, PowerPoint, Trello, Confluence, Scrum. Compétences comportementales: Adaptabilité, Résolution de problèmes, Empathie. Langues: Français. Localisation: Tunis, Tunisie. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Chargé de numérique responsable."
221,2,DUT Réseaux et Télécommunications,Microsoft Azure Administrator,"['Asana', 'Scrum', 'Teams', 'Excel', 'Trello', 'MS Project', 'Confluence']","['Résolution de problèmes', 'Adaptabilité', 'Pensée analytique']","['Français', 'Anglais', 'Espagnol']","Bamako, Mali",Pas mobile,Dans 3 mois,"Expériences: Product Owner chez CloudMasters (2022-2025). Diplômes: DUT Réseaux et Télécommunications. Certifications: Microsoft Azure Administrator. Compétences techniques: Asana, Scrum, Teams, Excel, Trello, MS Project, Confluence. Compétences comportementales: Résolution de problèmes, Adaptabilité, Pensée analytique. Langues: Français, Anglais, Espagnol. Localisation: Bamako, Mali. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Coordinateur de projet."
222,13,BTS Informatique,HubSpot Marketing,"['Slack', 'Asana', 'Gestion de budget', 'MS Project', 'Roadmap', 'Teams']","['Empathie', 'Travail en équipe', 'Gestion du temps']","['Français', 'Anglais', 'Allemand']","Bruxelles, Belgique",Pas mobile,Dans 3 mois,"Expériences: Product Owner chez TechCorp (2011-2014). CTO chez CloudInnovate (2013-2014). Chef de projet chez InnovateLab (2015-2018). Diplômes: BTS Informatique. Certifications: HubSpot Marketing. Compétences techniques: Slack, Asana, Gestion de budget, MS Project, Roadmap, Teams. Compétences comportementales: Empathie, Travail en équipe, Gestion du temps. Langues: Français, Anglais, Allemand. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Directeur des systèmes d'information."
223,15,Diplôme d'ingénieur Informatique,Google Analytics,"['Stratégie digitale', 'Kanban', 'Confluence', 'Jira', 'Slack', 'Roadmap', 'Asana', 'PowerPoint']","['Résolution de problèmes', 'Pensée analytique', 'Adaptabilité']","['Français', 'Anglais', 'Allemand']","Paris, France",Ouvert au télétravail,Immédiate,"Expériences: Scrum Master chez TechVentures (2009-2011). Chef de projet chez CloudMasters (2011-2014). Product Owner chez CloudMasters (2013-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Google Analytics. Compétences techniques: Stratégie digitale, Kanban, Confluence, Jira, Slack, Roadmap, Asana, PowerPoint. Compétences comportementales: Résolution de problèmes, Pensée analytique, Adaptabilité. Langues: Français, Anglais, Allemand. Localisation: Paris, France. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Administrateur Système d'information."
